Stav,Pavilon,Místnost,IČ,Inv. číslo,Název,Seznam,,Cena,Datum pořízení,IČ1,IČ2,Podtyp,Poznámka,SN,Typ,VYRAD,Změna,_source_2024,_source_2025
,,,,S-5443,,TRUE,,30 271.48,08.12.2021,S,5443,,,,Dataprojektor MMV DLNK,,,,True
,,,,UP-6737,,TRUE,,1 836.01,11.03.2025,UP,6737,,,,Držák dataprojektoru Acer,,,,True
,,,,S-6070,,TRUE,,1 500.00,29.12.2023,S,6070,,,,Držák LCD panelu,,,,True
,,,,UP-6257,,TRUE,,1 616.70,29.12.2023,UP,6257,,,,Držák monitoru Mounting Bracket,,,,True
,,,,UP-6258,,TRUE,,1 616.70,29.12.2023,UP,6258,,,,Držák monitoru Mounting Bracket,,,,True
,,,,UP-6259,,TRUE,,1 618.70,29.12.2023,UP,6259,,,,Držák monitoru Mounting Bracket,,,,True
,,,,UP-4778,,TRUE,,1 210.00,30.08.2018,UP,4778,,,,držák Stell,,,,True
,,,,S-4893,,TRUE,,10 967.00,31.10.2019,S,4893,,,,El. projekční plátno AVELI 265x149,,,,True
,,,,S-4894,,TRUE,,10 967.00,31.10.2019,S,4894,,,,El. projekční plátno AVELI 265x149,,,,True
,,,,S-4895,,TRUE,,10 967.00,31.10.2019,S,4895,,,,El. projekční plátno AVELI 265x149,,,,True
,,,,S-4896,,TRUE,,10 967.00,31.10.2019,S,4896,,,,El. projekční plátno AVELI 265x149,,,,True
,,,,S-3749,,TRUE,,3 690.00,28.12.2011,S,3749,,,,externi hardisk,,,,True
,,,,S-3480,,TRUE,,790.00,08.02.2011,S,3480,,,,flash Drive,,,,True
,,,,UP-5967,,TRUE,,37 090.00,10.11.2022,UP,5967,,,,Fotoaparát PANASONIC Lumix,,,,True
,,,,UP-5972,,TRUE,,17 240.00,12.12.2022,UP,5972,,,,Fotoaparát SONY s paměť. kartou,,,,True
,,,,UP-5973,,TRUE,,17 389.00,12.12.2022,UP,5973,,,,Fotoaparát SONY s paměť. kartou,,,,True
,,,,S-5027,,TRUE,,2 150.00,11.02.2020,S,5027,,,,Hard disk HDD ext. 2TB WD,,,,True
,,,,UP-6530,,TRUE,,4 235.00,31.12.2024,UP,6530,,,,Herní elementy Rapid relay,,,,True
,,,,UP-6529,,TRUE,,11 979.00,31.12.2024,UP,6529,,,,Herní pole-VEX IQ - 6x8 dlaždic,,,,True
,,,,UP-6589,,TRUE,,669.47,13.12.2024,UP,6589,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6590,,TRUE,,669.47,13.12.2024,UP,6590,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6591,,TRUE,,669.47,13.12.2024,UP,6591,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6592,,TRUE,,669.47,13.12.2024,UP,6592,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6593,,TRUE,,669.47,13.12.2024,UP,6593,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6594,,TRUE,,669.47,13.12.2024,UP,6594,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6595,,TRUE,,669.47,13.12.2024,UP,6595,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6596,,TRUE,,669.46,13.12.2024,UP,6596,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6604,,TRUE,,669.47,13.12.2024,UP,6604,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6605,,TRUE,,669.47,13.12.2024,UP,6605,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6606,,TRUE,,669.47,13.12.2024,UP,6606,,,,Herní sluchátka s mikrofonem,,,,True
,,,,UP-6543,,TRUE,,193.80,13.12.2024,UP,6543,,,,HP 150 myš,,,,True
,,,,UP-6544,,TRUE,,193.80,13.12.2024,UP,6544,,,,HP 150 myš,,,,True
,,,,UP-6545,,TRUE,,193.80,13.12.2024,UP,6545,,,,HP 150 myš,,,,True
,,,,UP-6546,,TRUE,,193.80,13.12.2024,UP,6546,,,,HP 150 myš,,,,True
,,,,UP-6547,,TRUE,,193.80,13.12.2024,UP,6547,,,,HP 150 myš,,,,True
,,,,UP-6548,,TRUE,,193.80,13.12.2024,UP,6548,,,,HP 150 myš,,,,True
,,,,UP-6549,,TRUE,,193.80,13.12.2024,UP,6549,,,,HP 150 myš,,,,True
,,,,UP-6550,,TRUE,,193.80,13.12.2024,UP,6550,,,,HP 150 myš,,,,True
,,,,UP-6551,,TRUE,,193.80,13.12.2024,UP,6551,,,,HP 150 myš,,,,True
,,,,UP-6552,,TRUE,,193.80,13.12.2024,UP,6552,,,,HP 150 myš,,,,True
,,,,UP-6553,,TRUE,,193.80,13.12.2024,UP,6553,,,,HP 150 myš,,,,True
,,,,UP-6554,,TRUE,,193.80,13.12.2024,UP,6554,,,,HP 150 myš,,,,True
,,,,UP-6555,,TRUE,,193.80,13.12.2024,UP,6555,,,,HP 150 myš,,,,True
,,,,UP-6556,,TRUE,,193.80,13.12.2024,UP,6556,,,,HP 150 myš,,,,True
,,,,UP-6557,,TRUE,,193.80,13.12.2024,UP,6557,,,,HP 150 myš,,,,True
,,,,UP-6558,,TRUE,,193.80,13.12.2024,UP,6558,,,,HP 150 myš,,,,True
,,,,UP-6559,,TRUE,,193.80,13.12.2024,UP,6559,,,,HP 150 myš,,,,True
,,,,UP-6560,,TRUE,,193.80,13.12.2024,UP,6560,,,,HP 150 myš,,,,True
,,,,UP-6561,,TRUE,,193.80,13.12.2024,UP,6561,,,,HP 150 myš,,,,True
,,,,UP-6562,,TRUE,,193.80,13.12.2024,UP,6562,,,,HP 150 myš,,,,True
,,,,UP-6563,,TRUE,,193.80,13.12.2024,UP,6563,,,,HP 150 myš,,,,True
,,,,UP-6564,,TRUE,,193.80,13.12.2024,UP,6564,,,,HP 150 myš,,,,True
,,,,UP-6565,,TRUE,,193.80,13.12.2024,UP,6565,,,,HP 150 myš,,,,True
,,,,UP-6566,,TRUE,,193.80,13.12.2024,UP,6566,,,,HP 150 myš,,,,True
,,,,UP-6567,,TRUE,,193.80,13.12.2024,UP,6567,,,,HP 150 myš,,,,True
,,,,UP-6568,,TRUE,,193.80,13.12.2024,UP,6568,,,,HP 150 myš,,,,True
,,,,UP-6569,,TRUE,,193.80,13.12.2024,UP,6569,,,,HP 150 myš,,,,True
,,,,UP-6570,,TRUE,,193.80,13.12.2024,UP,6570,,,,HP 150 myš,,,,True
,,,,UP-6571,,TRUE,,193.80,13.12.2024,UP,6571,,,,HP 150 myš,,,,True
,,,,UP-6572,,TRUE,,193.61,13.12.2024,UP,6572,,,,HP 150 myš,,,,True
OK,1,33,,UP-6536,,TRUE,,20 834.84,13.12.2024,UP,6536,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
OK,3,24,,UP-6537,,TRUE,,20 834.84,13.12.2024,UP,6537,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
OK,2,26,,UP-6538,,TRUE,,20 834.85,13.12.2024,UP,6538,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
,,,,UP-6597,,TRUE,,20 834.84,13.12.2024,UP,6597,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
OK,3,27,,UP-6598,,TRUE,,20 834.84,13.12.2024,UP,6598,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
OK,3,22,,UP-6599,,TRUE,,20 834.84,13.12.2024,UP,6599,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
OK,2,33,,UP-6600,,TRUE,,20 834.86,13.12.2024,UP,6600,,,,HP PC Pro Mini 400G9+Windows 11,,,,True
OK,1,27,,S-5116,,TRUE,,30 343.17,23.10.2020,S,5116,,,,HP ProBook 435 G7,,,,True
,,,,S-5314,,TRUE,,15 990.00,22.12.2020,S,5314,,,,Chromebook Acer,,,,True
,,,,S-5316,,TRUE,,15 990.00,22.12.2020,S,5316,,,,Chromebook Acer,,,,True
,,,,S-5318,,TRUE,,15 990.00,22.12.2020,S,5318,,,,Chromebook Acer,,,,True
,,,,S-5319,,TRUE,,15 990.00,22.12.2020,S,5319,,,,Chromebook Acer,,,,True
,,,,S-5321,,TRUE,,15 990.00,22.12.2020,S,5321,,,,Chromebook Acer,,,,True
,,,,S-5311,,TRUE,,15 990.00,22.12.2020,S,5311,,,,Chromebook Acer 1,,,,True
,,,,S-5313,,TRUE,,15 990.00,22.12.2020,S,5313,,,,Chromebook Acer 1,,,,True
,,,,S-3173,,TRUE,,101 626.00,25.02.2009,S,3173,,,,interaktivní tabule,,,,True
,,,,UP-3123,,TRUE,,77 567.00,09.06.2008,UP,3123,,,,interaktivní tabule Smart,,,,True
,,,,UP-3101,,TRUE,,84 466.00,14.05.2008,UP,3101,,,,interaktivní tabule Smart,,,,True
,,,,UP-1742,,TRUE,,82 562.00,21.12.2006,UP,1742,,,,Interaktivní tabule Smart,,,,True
,,,,UP-3564,,TRUE,,33 368.00,31.12.2010,UP,3564,,,,interaktivní tabule SMART Board 685,,,,True
OK,1,27,,UP-6163,,TRUE,,31 990.00,12.12.2023,UP,6163,,,,"ipad Pro 11""+Cellular 128GB",,,,True
,,,,S-6003,,TRUE,,9 348.55,06.09.2023,S,6003,,,,Kamera,,,,True
,,,,UP-6573,,TRUE,,264.99,13.12.2024,UP,6573,,,,Klávesnice Genius,,,,True
,,,,UP-6574,,TRUE,,264.99,13.12.2024,UP,6574,,,,Klávesnice Genius,,,,True
,,,,UP-6575,,TRUE,,264.99,13.12.2024,UP,6575,,,,Klávesnice Genius,,,,True
,,,,UP-6576,,TRUE,,264.99,13.12.2024,UP,6576,,,,Klávesnice Genius,,,,True
,,,,UP-6577,,TRUE,,264.99,13.12.2024,UP,6577,,,,Klávesnice Genius,,,,True
,,,,UP-6578,,TRUE,,264.99,13.12.2024,UP,6578,,,,Klávesnice Genius,,,,True
,,,,UP-6579,,TRUE,,264.99,13.12.2024,UP,6579,,,,Klávesnice Genius,,,,True
,,,,UP-6580,,TRUE,,264.99,13.12.2024,UP,6580,,,,Klávesnice Genius,,,,True
,,,,UP-6581,,TRUE,,264.99,13.12.2024,UP,6581,,,,Klávesnice Genius,,,,True
,,,,UP-6582,,TRUE,,264.99,13.12.2024,UP,6582,,,,Klávesnice Genius,,,,True
,,,,UP-6583,,TRUE,,264.99,13.12.2024,UP,6583,,,,Klávesnice Genius,,,,True
,,,,UP-6584,,TRUE,,264.99,13.12.2024,UP,6584,,,,Klávesnice Genius,,,,True
,,,,UP-6585,,TRUE,,264.99,13.12.2024,UP,6585,,,,Klávesnice Genius,,,,True
,,,,UP-6586,,TRUE,,264.99,13.12.2024,UP,6586,,,,Klávesnice Genius,,,,True
,,,,UP-6587,,TRUE,,264.99,13.12.2024,UP,6587,,,,Klávesnice Genius,,,,True
,,,,UP-6588,,TRUE,,264.99,13.12.2024,UP,6588,,,,Klávesnice Genius,,,,True
,,,,S-5476,,TRUE,,14 090.34,08.12.2021,S,5476,,,,Micos-správce IT pro centr.správu,,,,True
,,,,S-5564,,TRUE,,2 153.80,22.12.2021,S,5564,,,,Microsoft Windows Pro VL Upgrade,,,,True
,,,,S-5567,,TRUE,,2 153.80,30.12.2021,S,5567,,,,Microsoft Windows Pro VL Upgrade,,,,True
,,,,UP-5207,,TRUE,,5 100.00,23.12.2019,UP,5207,,,,Mini PC Raspberry Pi4B/4GB,,,,True
,,,,UP-5208,,TRUE,,5 100.00,23.12.2019,UP,5208,,,,Mini PC Raspberry Pi4B/4GB,,,,True
,,,,S-6059,,TRUE,,4 265.50,20.10.2022,S,6059,,,,"MIUč+Zeměpis 6, 1. díl",,,,True
,,,,S-6060,,TRUE,,4 265.50,20.10.2022,S,6060,,,,"MIUč+Zeměpis 6, 2. díl",,,,True
,,,,UP-6061,,TRUE,,4 265.50,20.10.2022,UP,6061,,,,"MIUč+Zeměpis 7, 1. díl",,,,True
,,,,UP-6062,,TRUE,,4 265.50,20.10.2022,UP,6062,,,,"MIUč+Zeměpis 7, 2. díl",,,,True
,,,,UP-6122,,TRUE,,5 990.00,18.05.2023,UP,6122,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6123,,TRUE,,5 990.00,18.05.2023,UP,6123,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6124,,TRUE,,5 990.00,18.05.2023,UP,6124,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6125,,TRUE,,5 990.00,18.05.2023,UP,6125,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6126,,TRUE,,5 990.00,18.05.2023,UP,6126,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6127,,TRUE,,5 990.00,18.05.2023,UP,6127,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6128,,TRUE,,5 990.00,18.05.2023,UP,6128,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6129,,TRUE,,5 990.00,18.05.2023,UP,6129,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-6130,,TRUE,,1 790.00,11.06.2024,UP,6130,,,,Přenosný reproduktor Niceboy,,,,True
,,,,UP-6131,,TRUE,,5 990.00,18.05.2023,UP,6131,,,,Mobilní telefon Samsung Galaxy,,,,True
,,,,UP-3070,,TRUE,,0.00,28.12.2007,UP,3070,,,,monitor,,,,True
OK,2,33,,UP-3461,,TRUE,,0.00,24.02.2010,UP,3461,,,,monitor,,,,True
,,,,UP-3252,,TRUE,,0.00,29.12.2008,UP,3252,,,,monitor,,,,True
OK,1,25,,UP-3255,,TRUE,,0.00,29.12.2008,UP,3255,,,,monitor,,,,True
,,,,S-5902,,TRUE,,4 260.41,30.12.2022,S,5902,,,,"Monitor HP LCD P24h G5 23,8""",,,,True
OK,3,05,,UP-4767,,TRUE,,2 090.00,27.08.2018,UP,4767,,,,monitor LCD ZR22,,,,True
,,,,UP-4769,,TRUE,,2 090.00,27.08.2018,UP,4769,,,,monitor LCD ZR22,,,,True
OK,3,24,,S-2877,,TRUE,,5 000.00,21.12.2007,S,2877,,,,"monitor 19"" LCD BENQ FP 95G",,,,True
,,,,S-6589,,TRUE,,3 690.00,02.09.2025,S,6589,,,,Monitor Acer LCD Nitro,,,,True
,,,,UP-6248,,TRUE,,2 790.00,29.12.2023,UP,6248,,,,Monitor Acer VG240y,,,,True
OK,3,22,,S-4580,,TRUE,,2 510.00,31.08.2016,S,4580,,,,monitor AOC MT LCD,,,,True
,,,,S-3792,,TRUE,,0.00,29.12.2011,S,3792,,,,monitor Asus VW193,,,,True
,,,,UP-6255,,TRUE,,4 210.80,29.12.2023,UP,6255,,,,"Monitor HP E24 G4 23,8""",,,,True
,,,,UP-6256,,TRUE,,4 210.80,29.12.2023,UP,6256,,,,"Monitor HP E24 G4 23.8""",,,,True
OK,1,23,,UP-6253,,TRUE,,5 795.90,29.12.2023,UP,6253,,,,"Monitor HP E27q G4 27""",,,,True
,,,,UP-6254,,TRUE,,5 795.90,29.12.2023,UP,6254,,,,"Monitor HP E27q G4 27""",,,,True
,,,,S-3542,,TRUE,,25 490.00,29.07.2011,S,3542,,,,PC Lynx,,,,True
,,,,UP-3069,,TRUE,,0.00,28.12.2007,UP,3069,,,,"monitor LCD 19""",,,,True
OK,1,25,,S-3754,,TRUE,,2 450.00,28.12.2011,S,3754,,,,"monitor LCD Acer 18,5""",,,,True
,,,,S-6071,,TRUE,,3 790.00,29.12.2023,S,6071,,,,"Monitor LCD AOC 24"" 2K",,,,True
OK,3,20,,S-5993,,TRUE,,1 890.00,28.07.2023,S,5993,,,,Monitor LCD E243,,,,True
,,,,S-5581,,TRUE,,9 922.00,02.03.2022,S,5581,,,,Monitor pro kamerový systém,,,,True
,,,,UP-6601,,TRUE,,3 702.40,13.12.2024,UP,6601,,,,Monitor Samsung,,,,True
,,,,UP-6602,,TRUE,,3 702.40,13.12.2024,UP,6602,,,,Monitor Samsung,,,,True
,,,,UP-6603,,TRUE,,3 702.42,13.12.2024,UP,6603,,,,Monitor Samsung,,,,True
OK,3,25,,UP-3378,,TRUE,,0.00,30.12.2009,UP,3378,,,,"monitor Samsung 19""",,,,True
OK,1,25,,UP-3361,,TRUE,,0.00,17.12.2009,UP,3361,,,,"monitor Samsung 19""",,,,True
OK,1,25,,UP-3367,,TRUE,,0.00,17.12.2009,UP,3367,,,,"monitor Samsung 19""",,,,True
OK,1,25,,UP-3368,,TRUE,,0.00,17.12.2009,UP,3368,,,,"monitor Samsung 19""",,,,True
OK,1,25,,UP-3371,,TRUE,,0.00,17.12.2009,UP,3371,,,,"monitor Samsung 19""",,,,True
OK,1,25,,UP-3377,,TRUE,,0.00,30.12.2009,UP,3377,,,,"monitor Samsung 19""",,,,True
,,,,UP-6539,,TRUE,,3 702.40,13.12.2024,UP,6539,,,,Monitor Samsung MT LED,,,,True
OK,1,23,,UP-6540,,TRUE,,3 702.41,13.12.2024,UP,6540,,,,Monitor Samsung MT LED,,,,True
,,,,UP-6541,,TRUE,,3 702.41,13.12.2024,UP,6541,,,,Monitor Samsung MT LED,,,,True
OK,3,05,,UP-6542,,TRUE,,3 702.41,13.12.2024,UP,6542,,,,Monitor Samsung MT LED,,,,True
,,,,S-6493,,TRUE,,390.00,23.12.2024,S,6493,,,,Myš vertikální Genius bezdrátová,,,,True
,,,,S-6494,,TRUE,,5 990.00,23.12.2024,S,6494,,,,Nabíjecí HUB/USB - 20 x,,,,True
,,,,UP-6394,,TRUE,,3 090.00,05.12.2024,UP,6394,,,,Nabíjecí stanice Belkin 10x USB,,,,True
,,,,S-5471,,TRUE,,31 041.96,08.12.2021,S,5471,,,,NAS uložiště,,,,True
,,,,S-6581,,TRUE,,6 037.90,17.07.2025,S,6581,,,,NAS-pevný disk - 12G Enterprise,,,,True
,,,,UP-5749,,TRUE,,24 926.00,08.12.2021,UP,5749,,,,Notebook,,,,True
,,,,UP-5750,,TRUE,,24 926.00,08.12.2021,UP,5750,,,,Notebook 1,,,,True
,,,,UP-5751,,TRUE,,24 926.00,08.12.2021,UP,5751,,,,Notebook 2,,,,True
,,,,UP-5752,,TRUE,,24 926.00,08.12.2021,UP,5752,,,,Notebook 3,,,,True
,,,,UP-5753,,TRUE,,24 926.00,08.12.2021,UP,5753,,,,Notebook 4,,,,True
,,,,UP-5754,,TRUE,,24 926.00,08.12.2021,UP,5754,,,,Notebook 5,,,,True
,,,,UP-5916,,TRUE,,22 736.00,01.07.2022,UP,5916,,,,Notebook Acer TravelMate Vero,,,,True
,,,,UP-5917,,TRUE,,22 736.00,01.07.2022,UP,5917,,,,Notebook Acer TravelMate Vero PO,,,,True
,,,,UP-5918,,TRUE,,22 736.00,01.07.2022,UP,5918,,,,Notebook Acer TravelMate Vero,,,,True
,,,,UP-6615,,TRUE,,48 205.19,03.02.2025,UP,6615,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6616,,TRUE,,48 205.19,03.02.2025,UP,6616,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6617,,TRUE,,48 205.19,03.02.2025,UP,6617,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6618,,TRUE,,48 205.19,03.02.2025,UP,6618,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6619,,TRUE,,48 205.19,03.02.2025,UP,6619,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6620,,TRUE,,48 205.19,03.02.2025,UP,6620,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6621,,TRUE,,48 205.19,03.02.2025,UP,6621,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6622,,TRUE,,48 205.19,03.02.2025,UP,6622,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6623,,TRUE,,48 205.19,03.02.2025,UP,6623,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6624,,TRUE,,48 205.19,03.02.2025,UP,6624,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6625,,TRUE,,48 205.19,03.02.2025,UP,6625,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6626,,TRUE,,48 205.19,03.02.2025,UP,6626,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6627,,TRUE,,48 205.19,03.02.2025,UP,6627,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6628,,TRUE,,48 205.19,03.02.2025,UP,6628,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6629,,TRUE,,48 205.19,03.02.2025,UP,6629,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6630,,TRUE,,48 205.19,03.02.2025,UP,6630,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6631,,TRUE,,48 205.19,03.02.2025,UP,6631,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6632,,TRUE,,48 205.19,03.02.2025,UP,6632,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6633,,TRUE,,48 205.19,03.02.2025,UP,6633,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6634,,TRUE,,48 205.19,03.02.2025,UP,6634,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6635,,TRUE,,48 205.19,03.02.2025,UP,6635,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6636,,TRUE,,48 205.19,03.02.2025,UP,6636,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6637,,TRUE,,48 205.19,03.02.2025,UP,6637,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6638,,TRUE,,48 205.19,03.02.2025,UP,6638,,,,Notebook HP OMEN 16 Core,,,,True
,,,,UP-6639,,TRUE,,48 205.19,03.02.2025,UP,6639,,,,Notebook HP OMEN 16 Core,,,,True
,,,,S-5563,,TRUE,,28 894.80,22.12.2021,S,5563,,,,Notebook HPO Pav. Gaming,,,,True
,,,,UP-6610,,TRUE,,42 325.80,03.02.2025,UP,6610,,,,Notebook Chemie,,,,True
,,,,UP-6611,,TRUE,,42 325.80,03.02.2025,UP,6611,,,,Notebook Chemie,,,,True
,,,,UP-6612,,TRUE,,42 325.80,03.02.2025,UP,6612,,,,Notebook Chemie,,,,True
,,,,UP-6613,,TRUE,,42 325.80,03.02.2025,UP,6613,,,,Notebook Chemie,,,,True
,,,,UP-6614,,TRUE,,42 325.80,03.02.2025,UP,6614,,,,Notebook Chemie,,,,True
,,,,S-4749,,TRUE,,299.00,27.04.2018,S,4749,,,,obal na tablet,,,,True
,,,,S-6007,,TRUE,,1 690.00,24.11.2023,S,6007,,,,Obal na tablet/Air Black,,,,True
,,,,S-6008,,TRUE,,1 690.00,24.11.2023,S,6008,,,,Obal na tablet/Air Black,,,,True
,,,,S-6009,,TRUE,,1 690.00,24.11.2023,S,6009,,,,Obal na tablet/Air Black,,,,True
,,,,S-6010,,TRUE,,1 690.00,24.11.2023,S,6010,,,,Obal na tablet/Air Black,,,,True
,,,,S-6011,,TRUE,,1 690.00,24.11.2023,S,6011,,,,Obal na tablet/Air Black,,,,True
,,,,UP-5969,,TRUE,,13 990.00,14.11.2022,UP,5969,,,,Objektiv Olympus M.Zuiko Digital,,,,True
,,,,UP-5755,,TRUE,,15 246.00,08.12.2021,UP,5755,,,,Office standard-balik programů,,,,True
,,,,UP-5968,,TRUE,,4 990.00,10.11.2022,UP,5968,,,,Panoramatická hlava ROLLEI,,,,True
,,,,S-5565,,TRUE,,33 178.20,22.12.2021,S,5565,,,,PC HP Pav. Gaming,,,,True
OK,2,31,,UP-4762,,TRUE,,7 390.00,27.08.2018,UP,4762,,,,PC - sestava elite desk 800,,,,True
,,,,UP-4765,,TRUE,,7 390.00,27.08.2018,UP,4765,,,,PC sestava elite desk 800,,,,True
OK,1,27,,UP-6247,,TRUE,,25 990.00,29.12.2023,UP,6247,,,,PC Acer Aspire MT TC,,,,True
,,,,UP-6249,,TRUE,,18 137.90,29.12.2023,UP,6249,,,,PC HP Elite Mini 600G9,,,,True
,,,,UP-6250,,TRUE,,18 137.90,29.12.2023,UP,6250,,,,PC HP Elite Mini 600G9,,,,True
OK,1,32,,UP-6251,,TRUE,,18 137.90,29.12.2023,UP,6251,,,,PC HP Elite Mini 600G9,,,,True
OK,2,32,,UP-6252,,TRUE,,20 636.55,29.12.2023,UP,6252,,,,PC HP Pro Tower 400 G9,,,,True
,,,,S-5571,,TRUE,,16 637.50,29.12.2021,S,5571,,,,PC HP ProDesk 405G6 SFF,,,,True
OK,1,23,,UP-5931,,TRUE,,52 607.17,23.08.2022,UP,5931,,,,PC Premio Game A261SM,,,,True
OK,1,23,,UP-5932,,TRUE,,52 607.17,23.08.2022,UP,5932,,,,PC Premio Game A261SM,,,,True
OK,1,23,,UP-5933,,TRUE,,52 607.17,23.08.2022,UP,5933,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5934,,TRUE,,52 607.17,23.08.2022,UP,5934,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5935,,TRUE,,52 607.17,23.08.2022,UP,5935,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5936,,TRUE,,52 607.17,23.08.2022,UP,5936,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5937,,TRUE,,52 607.17,23.08.2022,UP,5937,,,,PC Premio Game A261SM,,,,True
OK,1,23,,UP-5938,,TRUE,,52 607.17,23.08.2022,UP,5938,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5939,,TRUE,,52 607.17,23.08.2022,UP,5939,,,,PC Premio Game A261 - SM,,,,True
OK,1,23,,UP-5940,,TRUE,,52 607.17,23.08.2022,UP,5940,,,,PC Premio Game A261-SM,,,,True
OK,3,05,,UP-5941,,TRUE,,52 607.17,23.08.2022,UP,5941,,,,PC Premio Game A261 - SM,,,,True
OK,1,23,,UP-5942,,TRUE,,52 607.17,23.08.2022,UP,5942,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5943,,TRUE,,52 607.17,23.08.2022,UP,5943,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5944,,TRUE,,52 607.17,23.08.2022,UP,5944,,,,PC Premio Game A261SM,,,,True
,,,,UP-5946,,TRUE,,52 607.17,23.08.2022,UP,5946,,,,PC Premio Game A261-SM,,,,True
OK,1,23,,UP-5930,,TRUE,,95 852.57,23.08.2022,UP,5930,,,,PC Premio Game A261-SM,,,,True
OK,2,24,,S-4590,,TRUE,,10 677.00,31.08.2016,S,4590,,,,PC ProDesk 400G3,,,,True
,,,,UP-4628,,TRUE,,5 980.00,13.06.2017,UP,4628,,,,PC-Dell Opteplex,,,,True
,,,,UP-4629,,TRUE,,5 980.00,13.06.2017,UP,4629,,,,PC-Dell Opteplex,,,,True
OK,1,32,,S-4627,,TRUE,,19 089.00,22.12.2016,S,4627,,,,PC-HP 280 G2MT,,,,True
,,,,S-4729,,TRUE,,7 921.50,22.12.2017,S,4729,,,,PC-HP Compag Elite 8200,,,,True
,,,,S-4728,,TRUE,,7 921.50,22.12.2017,S,4728,,,,PC-HP Compag Elite 8200,,,,True
,,,,UP-4624,,TRUE,,11 898.00,29.05.2017,UP,4624,,,,PC-Intel HD (Win 10 Pro CZ),,,,True
,,,,S-4641,,TRUE,,20 593.00,12.05.2017,S,4641,,,,PC-notebook Acer TMP 259-02 CE,,,,True
,,,,S-3459,,TRUE,,15 890.00,15.12.2010,S,3459,,,,PC-notebook Acer TMS,,,,True
,,,,S-4640,,TRUE,,25 027.00,11.04.2017,S,4640,,,,PC-notebook Dell inspiron17 HD,,,,True
,,,,S-3609,,TRUE,,14 900.00,12.09.2011,S,3609,,,,PC-notebook TM5744 TravelMate,,,,True
,,,,S-3635,,TRUE,,21 500.00,16.11.2011,S,3635,,,,PC-notebook TM5760G,,,,True
,,,,S-3636,,TRUE,,26 250.00,16.11.2011,S,3636,,,,PC-notebook TM6760G,,,,True
